Obj name,weight,Augmented parameter,
LagrangianLscmStArea,1.35,1,
LagrangianAreaStLscm,0,1,
Positional Constraints,50,1,

Round 0
0,0,0,0,0,0,1e-06,,0

Round 14
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 15
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 16
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 17
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 18
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 19
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 20
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 21
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 22
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 23
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 24
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 25
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 26
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 27
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 28
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 29
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 30
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 31
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 32
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 33
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 34
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 35
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 36
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 37
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 38
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 39
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 40
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 41
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 42
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 43
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 44
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 45
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 46
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 47
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 48
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 49
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 50
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 51
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 52
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 53
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 54
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 55
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 56
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 57
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 58
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 59
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 60
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 61
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 62
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 63
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 64
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 65
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 66
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 67
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 68
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
0,0,0,0,0,3.1177,-0.888347,,0
0,0,0,0,0,0,1e-06,,0

Round 69
0.77942,0,-0.779419,0,-1.35,1.35,0.512885,,0
0,2.33828,-2.33828,1.35,0,-1.35,-7.49393e-17,,0
0,0,3.1177,-1.35,1.35,0,-0.512885,,0
0,0,0,0.77942,0,-0.779419,0,,0
0,0,0,0,2.33828,-2.33828,0.888347,,0
